feature1,feature2,feature3,feature4,feature5,target
-1.957269239505731,-0.3623732500545282,-0.07337034719339654,1.0141702701068402,0.8884920361470107,1
-1.9336446635739362,0.6376490425965403,0.02061648046222739,0.5145629380506634,-0.3847517975181977,1
1.2359694339877543,0.9758158787624543,1.6131716987715388,3.426265010575648,0.7463200326134491,0
-2.0709540061499667,0.6720637865861049,1.0886408554416742,-1.1752594860510468,-1.4498534933451495,1
-0.03740836228257064,0.5782742167088597,-1.1256270228003737,0.5201836597828808,-0.3573490686067297,1
-1.1929640838855813,-0.08863007202534304,-0.44607481727401116,0.4441407318324302,0.3552666496370444,1
0.7561195558693974,-0.43734391431904274,1.0973140208810794,1.1554268649625599,0.7881238029534193,0
1.8422796885223391,-0.6030342096766872,0.6721944347283455,-0.15760251568167938,1.5712156315943235,0
-0.449680299530284,0.7967573148885916,-0.312578868202845,-0.19829522250284426,1.3174728383804766,0
-1.3842769106784785,2.029693228381288,0.5513051479632187,-0.7713960430248747,0.9833373906652351,1
0.040576250815530956,0.6432050362563412,1.6652150592256485,1.8480061478134284,1.5808657716262209,0
1.819296438479898,2.0090731958397985,1.9910676717645974,1.6692619640631232,0.6542131788320095,0
0.02412999265344462,1.868688201825285,0.9585122649569456,1.745131198703703,1.1501879298787014,0
0.8531632928240631,2.475291967357869,1.8020938705026008,1.2111348255433976,1.9875235669244284,0
0.9877015785544419,0.12136573842816778,1.5141005994022,2.1354542444219002,-0.6135367885396135,0
-0.9887798436241748,-0.35953251252525925,-1.028483917898879,1.3721652802783577,-1.194974897355416,1
-1.1520275354184075,-1.7957430293173957,1.318458231528746,-0.7785111198998782,1.001037182493966,1
2.2647261988384635,2.105160554529914,1.6493969264326287,2.175223610750403,1.0918614771007427,0
-0.1716672750052463,-0.4335028096140109,-0.732208889123467,0.8563640473885619,-0.7454014123935291,1
1.3576899391908006,1.140614886321708,-0.8419391605847459,1.4223248261754557,1.7141295116950268,0
-0.49556861904406246,1.2338794767658035,-0.40728521168271414,-0.41417819592869454,2.06243531152591,0
-0.9591366389973871,1.1803959680640068,-1.3852083880016648,-0.4980251900272727,-0.28076296050474403,1
-0.20535305237947554,1.7197609429533651,0.8436146578258878,1.6788543736400512,0.7254703191047496,0
-1.593045957310819,0.02426758362929041,1.300299633352663,-1.9419386383852997,-0.3086623891534495,1
1.2545845235119442,1.1373440591787485,2.073653646622029,2.0144149242051466,2.3166901857235764,0
-0.33067887553187647,-1.3108579126348434,0.3776031998341276,0.3220805386084605,-0.003984396856608372,1
0.612423745249322,0.6261654455467685,-0.6551540676850525,2.7318527341918877,1.554541388268245,0
-0.8217794313384655,0.8276181129145499,-0.5656228067247289,-0.6956850596527059,-0.3757857143562856,1
-0.44846104010988236,0.7497988868348933,-0.4774514742248662,-0.07836009981836602,0.7072657468201092,1
0.5770891392858546,-0.29470974460911137,-0.24519080253533912,-0.4876033530745026,-0.5585973500095753,1
-1.0988546237152248,-1.762857562501771,0.24380089181404055,-0.5476230775895353,0.5256891792035666,1
0.43646626574123437,1.2002047994108433,1.7891453864930575,-0.30720426074868845,0.38864321717480754,0
-0.8894025016401303,1.717027685781015,0.3112191267768295,0.8116018597760318,2.9559886840722176,0
1.2437866500059038,2.6662770157914286,2.4869653750995147,-1.1803507483673772,2.037497195608512,0
0.4237241051181906,2.4461454800125533,0.5770341699348189,-0.567166079860282,0.6679529857628372,0
0.4663738884967307,-0.47610176091759804,1.26062124067592,-0.7142806479542068,-0.5480146010372675,1
